Kanton;BFS Code;Gemeindename;PLZ;Ortsbezeichnung;Orts Bez Post;Jahr
VD;5436;Saint-Oyens;1187;St-Oyens;St-Oyens;2014
VD;5646;Saint-Prex;1162;St-Prex;St-Prex;2014
GR;3764;Valsot;7558;Strada;Strada im Engadin;2014
AG;4285;Strengelbach;4802;Strengelbach;Strengelbach;2014
VD;5634;Echichens;1113;St-Saphorin-Morges;St-Saphorin-sur-Morges;2014
VS;6023;Conthey;1975;St-Séverin;St-Séverin;2014
NE;6512;Val-de-Travers;2123;St-Sulpice NE;St-Sulpice;2014
VD;5648;Saint-Sulpice (VD);1025;St-Sulpice VD;St-Sulpice;2014
BE;749;Studen (BE);2557;Studen BE;Studen (BE);2014
SZ;1375;Unteriberg;8845;Studen SZ;Studen;2014
JU;6808;Clos du Doubs;2882;St-Ursanne;St-Ursanne;2014
BE;303;Grossaffoltern;3262;Suberg;Suberg;2014
SO;2532;Subingen;4553;Subingen;Subingen;2014
VD;5929;Suchy;1433;Suchy;Suchy;2014
BE;946;Wachseldorn;3618;Süderen;Süderen;2014
GR;3695;Sufers;7434;Sufers;Sufers;2014
FR;2280;Bas-Vully;1786;Sugiez;Sugiez;2014
VD;5540;Montilliez;1043;Sugnens;Sugnens;2014
AG;4012;Suhr;5034;Suhr;Suhr;2014
VD;5501;Sullens;1036;Sullens;Sullens;2014
AG;4170;Laufenburg;5085;Sulz AG;Sulz;2014
BE;957;Sumiswald;3454;Sumiswald;Sumiswald;2014
GR;3661;Cazis;7421;Summaprada;Summaprada;2014
GR;3985;Sumvitg;7175;Sumvitg;Sumvitg;2014
GR;3515;Surava;7472;Surava;Surava;2014
GR;3618;Lumnezia;7115;Surcasti;Surcasti;2014
GR;3617;Mundaun;7138;Surcuolm;Surcuolm;2014
GR;3985;Sumvitg;7173;Surrein;Surrein;2014
LU;1103;Sursee;6210;Sursee;Sursee;2014
VD;5930;Suscévaz;1437;Suscévaz;Suscévaz;2014
GR;3744;Susch;7542;Susch;Susch;2014
VS;6110;Leuk;3952;Susten;Susten;2014
FR;2306;Tafers;1712;Tafers;Tafers;2014
ZH;176;Lindau;8317;Tagelswangen;Tagelswangen;2014
AG;4077;Tägerig;5522;Tägerig;Tägerig;2014
TG;4776;Tobel-Tägerschen;9554;Tägerschen;Tägerschen;2014
BE;625;Tägertschi;3111;Tägertschi;Tägertschi;2014
GR;3733;Tamins;7015;Tamins;Tamins;2014
ZH;113;Dürnten;8632;Tann;Tann;2014
GR;3745;Tarasp;7553;Tarasp;Tarasp;2014
GR;3661;Cazis;7422;Tartar;Tartar;2014
VS;6295;Täsch;3929;Täsch;Täsch;2014
GR;3981;Breil/Brigels;7162;Tavanasa;Tavanasa;2014
BE;713;Tavannes;2710;Tavannes;Tavannes;2014
TI;5227;Torricella-Taverne;6807;Taverne;Taverne;2014
BL;2862;Tecknau;4492;Tecknau;Tecknau;2014
AG;4320;Tegerfelden;5306;Tegerfelden;Tegerfelden;2014
TI;5396;Terre di Pedemonte;6652;Tegna;Tegna;2014
TI;5131;Tenero-Contra;6598;Tenero;Tenero;2014
GR;3672;Safiental;7106;Tenna;Tenna;2014
BL;2863;Tenniken;4456;Tenniken;Tenniken;2014
AG;4202;Meisterschwanden;5617;Tennwil;Tennwil;2014
FR;2307;Tentlingen;1734;Tentlingen;Tentlingen;2014
VS;6010;Termen;3912;Termen;Termen;2014
TI;5202;Monteggio;6998;Termine;Termine;2014
TI;5238;Monteceneri;6950;Tesserete;Monti di Brena;2014
AR;3024;Teufen (AR);9053;Teufen AR;Teufen;2014
ZH;57;Freienstein-Teufen;8428;Teufen ZH;Teufen;2014
AG;4145;Teufenthal (AG);5723;Teufenthal AG;Teufenthal;2014
SG;3237;Thal;9425;Thal;Thal;2014
ZH;39;Thalheim an der Thur;8478;Thalheim;Gütighausen;2014
AG;4117;Thalheim (AG);5112;Thalheim AG;Thalheim;2014
GR;3672;Safiental;7109;Thalkirch;Thalkirch;2014
ZH;141;Thalwil;8800;Thalwil;Thalwil;2014
SH;2920;Thayngen;8240;Thayngen;Thayngen;2014
BL;2775;Therwil;4106;Therwil;Therwil;2014
NE;6461;La Tène;2075;Thielle;Thielle;2014
BE;941;Thierachern;3634;Thierachern;Thierachern;2014
GE;6640;Thônex;1226;Thônex;Thônex;2014
BE;355;Köniz;3174;Thörishaus;Thörishaus;2014
BE;942;Thun;3600;Thun;Thun;2014
BL;2864;Thürnen;4441;Thürnen;Thürnen;2014
GR;3505;Tiefencastel;7450;Tiefencastel;Tiefencastel;2014
GR;3541;Tinizong-Rona;7453;Tinizong;Tinizong;2014
BL;2894;Titterten;4425;Titterten;Titterten;2014
TG;4776;Tobel-Tägerschen;9555;Tobel;Tobel;2014
BE;884;Toffen;3125;Toffen;Toffen;2014
VD;5649;Tolochenaz;1131;Tolochenaz;Tolochenaz;2014
VS;6296;Törbel;3923;Törbel;Törbel;2014
VS;6158;Vionnaz;1899;Torgon;Torgon;2014
FR;2115;Torny;1748;Torny-le-Grand;Torny-le-Grand;2014
TI;5227;Torricella-Taverne;6808;Torricella;Torricella;2014
BE;955;Lützelflüh;3456;Trachselwald;Trachselwald;2014
GR;3671;Tomils;7407;Trans;Trans;2014
SH;2973;Trasadingen;8219;Trasadingen;Trasadingen;2014
NE;6512;Val-de-Travers;2105;Travers;Travers;2014
BE;500;Treiten;3226;Treiten;Treiten;2014
VD;5730;Trélex;1270;Trélex;Trélex;2014
TI;5254;Mendrisio;6865;Tremona;Tremona;2014
VD;5827;Trey;1552;Trey;Trey;2014
VD;5828;Treytorrens (Payerne);1538;Treytorrens-Payern;Treytorrens (Payerne);2014
FR;2226;Treyvaux;1733;Treyvaux;Treyvaux;2014
TG;4646;Ermatingen;8273;Triboltingen;Triboltingen;2014
VS;6142;Trient;1929;Trient;Trient;2014
SO;2500;Trimbach;4632;Trimbach;Trimbach;2014
GR;3945;Trimmis;7203;Trimmis;Trimmis;2014
BE;616;Münsingen;3083;Trimstein;Trimstein;2014
GR;3734;Trin;7014;Trin;Trin;2014
GR;3734;Trin;7016;Trin Mulin;Mulin;2014
AR;3025;Trogen;9043;Trogen;Trogen;2014
GE;6641;Troinex;1256;Troinex;Troinex;2014
VS;6156;Troistorrents;1872;Troistorrents;Troistorrents;2014
BE;908;Trub;3556;Trub;Trub;2014
SG;3276;Wartau;9477;Trübbach;Trübbach;2014
BE;909;Trubschachen;3555;Trubschachen;Trubschachen;2014
ZH;40;Trüllikon;8466;Trüllikon;Trüllikon;2014
GR;3987;Trun;7166;Trun;Trun;2014
ZH;37;Ossingen;8467;Truttikon;Gisenhard;2014
SO;2465;Buchegg;4576;Tscheppach;Tscheppach;2014
GR;3932;Tschiertschen-Praden;7064;Tschiertschen;Tschiertschen;2014
GR;3847;Val Müstair;7532;Tschierv;Tschierv;2014
GR;3764;Valsot;7559;Tschlin;Tschlin;2014
BE;501;Tschugg;3233;Tschugg;Tschugg;2014
SG;3218;Tübach;9327;Tübach;Tübach;2014
SZ;1347;Tuggen;8856;Tuggen;Tuggen;2014
GR;3671;Tomils;7418;Tumegl/Tomils;Tumegl/Tomils;2014
BE;843;Saanen;3781;Turbach;Turbach;2014
ZH;228;Turbenthal;8488;Turbenthal;Turbenthal;2014
AG;4044;Untersiggenthal;5300;Turgi;Ennetturgi;2014
BE;756;Twann-Tüscherz;2512;Tüscherz-Alfermée;Tüscherz;2014
TG;4781;Wängi;9546;Tuttwil;Tuttwil;2014
BE;756;Twann-Tüscherz;2513;Twann;Gaicht;2014
LU;1067;Udligenswil;6044;Udligenswil;Udligenswil;2014
FR;2308;Ueberstorf;3182;Ueberstorf;Ueberstorf;2014
BE;943;Uebeschi;3635;Uebeschi;Uebeschi;2014
AG;4179;Ueken;5028;Ueken;Ueken;2014
ZH;158;Stäfa;8713;Uerikon;Uerikon;2014
AG;4286;Uerkheim;4813;Uerkheim;Uerkheim;2014
BE;944;Uetendorf;3661;Uetendorf;Uetendorf;2014
ZH;159;Uetikon am See;8707;Uetikon am See;Uetikon am See;2014
SG;3341;Gommiswald;8738;Uetliburg SG;Uetliburg;2014
BE;360;Wohlen bei Bern;3043;Uettligen;Uettligen;2014
LU;1125;Dagmersellen;6253;Uffikon;Uffikon;2014
LU;1145;Ufhusen;6153;Ufhusen;Ufhusen;2014
ZH;34;Laufen-Uhwiesen;8248;Uhwiesen;Laufen-Uhwiesen;2014
ZH;248;Uitikon;8142;Uitikon Waldegg;Ringlikon;2014
SG;3379;Wattwil;9631;Ulisbach;Ulisbach;2014
FR;2278;Ulmiz;3214;Ulmiz;Ulmiz;2014
AG;4095;Brugg;5222;Umiken;Umiken;2014
JU;6729;Haute-Sorne;2863;Undervelier;Undervelier;2014
BE;785;Meiringen;3857;Unterbach BE;Unterbach;2014
VS;6201;Unterbäch;3944;Unterbäch VS;Unterbäch;2014
SG;3219;Untereggen;9033;Untereggen;Untereggen;2014
AG;4305;Endingen;5305;Unterendingen;Unterendingen;2014
ZH;249;Unterengstringen;8103;Unterengstringen;Unterengstringen;2014
AG;4013;Unterentfelden;5035;Unterentfelden;Unterentfelden;2014
SZ;1375;Unteriberg;8842;Unteriberg;Unteriberg;2014
AG;4146;Unterkulm;5726;Unterkulm;Unterkulm;2014
BE;945;Unterlangenegg;3614;Unterlangenegg;Unterlangenegg;2014
AG;4079;Unterlunkhofen;8918;Unterlunkhofen;Unterlunkhofen;2014
UR;1219;Unterschächen;6465;Unterschächen;Unterschächen;2014
AG;4044;Untersiggenthal;5417;Untersiggenthal;Untersiggenthal;2014
ZH;42;Unterstammheim;8476;Unterstammheim;Unterstammheim;2014
BE;329;Langenthal;4916;Untersteckholz;Untersteckholz;2014
SG;3295;Quarten;8882;Unterterzen;Unterterzen;2014
GR;3946;Untervaz;7204;Untervaz;Untervaz;2014
SG;3359;Wildhaus-Alt St. Johann;9657;Unterwasser;Unterwasser;2014
GR;3618;Lumnezia;7114;Uors (Lumnezia);Uors;2014
ZH;250;Urdorf;8902;Urdorf;Urdorf;2014
GR;3670;Urmein;7427;Urmein;Urmein;2014
AR;3006;Urnäsch;9107;Urnäsch;Urnäsch;2014
UR;1218;Spiringen;8751;Urnerboden;Urnerboden;2014
BE;344;Ursenbach;4937;Ursenbach;Ursenbach;2014
VD;5932;Ursins;1412;Ursins;Ursins;2014
ZH;198;Uster;8610;Uster;Uster;2014
BE;885;Uttigen;3628;Uttigen;Kienersrüti;2014
TG;4451;Uttwil;8592;Uttwil;Uttwil;2014
BE;552;Utzenstorf;3427;Utzenstorf;Utzenstorf;2014
BE;359;Vechigen;3068;Utzigen;Utzigen;2014
SG;3338;Schmerikon;8730;Uznach;Uznaberg;2014
TI;5268;Vacallo;6833;Vacallo;Vacallo;2014
SG;3294;Pfäfers;7314;Vadura;Vadura;2014
TI;5226;Capriasca;6947;Vaglio;Vaglio;2014
NE;6485;Valangin;2042;Valangin;Valangin;2014
GR;3506;Vaz/Obervaz;7077;Valbella;Valbella;2014
GR;3847;Val Müstair;7535;Valchava;Valchava;2014
SG;3294;Pfäfers;7317;Valens;Balen;2014
VD;5933;Valeyres-sous-Montagny;1441;Valeyres-Montagny;Valeyres-sous-Montagny;2014
VD;5763;Valeyres-sous-Rances;1358;Valeyres-Rances;Valeyres-sous-Rances;2014
VD;5464;Vully-les-Lacs;1586;Vallamand;Vallamand-Dessous;2014
VD;5764;Vallorbe;1337;Vallorbe;Vallorbe;2014
GR;3603;Vals;7132;Vals;Vals;2014
GR;3961;Grüsch;7213;Valzeina;Valzeina;2014
GE;6642;Vandoeuvres;1253;Vandoeuvres;Vandoeuvres;2014
SG;3294;Pfäfers;7315;Vättis;Vättis;2014
GR;3618;Lumnezia;7146;Vattiz;Vattiz;2014
BE;449;Sauge;2537;Vauffelin;Vauffelin;2014
VD;5765;Vaulion;1325;Vaulion;Vaulion;2014
FR;2155;Vaulruz;1627;Vaulruz;Vaulruz;2014
NE;6415;Vaumarcus;2028;Vaumarcus;Vaumarcus;2014
VD;5650;Vaux-sur-Morges;1126;Vaux-sur-Morges;Vaux-sur-Morges;2014
GR;3506;Vaz/Obervaz;7082;Vaz/Obervaz;Vaz/Obervaz;2014
GR;3618;Lumnezia;7144;Vella;Vella;2014
AG;4120;Veltheim (AG);5106;Veltheim AG;Veltheim;2014
JU;6806;Vendlincourt;2943;Vendlincourt;Vendlincourt;2014
VS;6249;Venthône;3973;Venthône;Venthône;2014
VS;6031;Bagnes;1936;Verbier;Mondzeu;2014
VS;6232;Chalais;3967;Vercorin;Vercorin;2014
GR;3836;Verdabbio;6538;Verdabbio;Verdabbio;2014
TI;5132;Vergeletto;6664;Vergeletto;Vergeletto;2014
JU;6730;Val Terbi;2829;Vermes;Vermes;2014
VS;6090;Mont-Noble;1961;Vernamiège;Vernamiège;2014
VS;6219;Vernayaz;1904;Vernayaz;Vernayaz;2014
GE;6643;Vernier;1214;Vernier;Vernier;2014
VS;6220;Vérossaz;1891;Vérossaz;Vérossaz;2014
VD;5822;Payerne;1551;Vers-chez-Perrin;Vers-chez-Perrin;2014
TI;5396;Terre di Pedemonte;6653;Verscio;Verscio;2014
VD;5411;Ormont-Dessus;1864;Vers-l'Eglise;Le Rosex;2014
GE;6616;Collonge-Bellerive;1222;Vésenaz;St-Maurice;2014
GE;6645;Veyrier;1234;Vessy;Vessy;2014
VS;6025;Vétroz;1963;Vétroz;Vétroz;2014
VD;5888;Saint-Légier-La Chiésaz;1800;Vevey;Hauteville (Vevey);2014
VS;6089;Vex;1981;Vex;Vex;2014
VS;6250;Veyras;3968;Veyras;Veyras;2014
GE;6645;Veyrier;1255;Veyrier;Veyrier;2014
TI;5231;Vezia;6943;Vezia;Vezia;2014
GR;3551;Brusio;7747;Viano;Viano;2014
TI;5233;Vico Morcote;6921;Vico Morcote;Vico Morcote;2014
GR;3792;Bregaglia;7603;Vicosoprano;Vicosoprano;2014
JU;6730;Val Terbi;2824;Vicques;Vicques;2014
TI;5192;Lugano;6962;Viganello;Viganello;2014
GR;3618;Lumnezia;7147;Vignogn;Vignogn;2014
TI;5192;Lugano;6966;Villa Luganese;Villa Luganese;2014
FR;2099;Siviriez;1679;Villaraboud;Villaraboud;2014
FR;2279;Villarepos;1583;Villarepos;Villarepos;2014
FR;2113;Vuisternens-dev-Romont;1685;Villariaz;Villariaz;2014
FR;2116;La Folliaz;1691;Villarimboud;Villarimboud;2014
JU;6790;Fontenais;2903;Villars-Fontenais;Villars-sur-Fontenais;2014
VD;5464;Vully-les-Lacs;1584;Villars-le-Grand;Villars-le-Grand;2014
VD;5804;Jorat-Menthue;1061;Villars-Mendraz;Villars-Mendraz;2014
VD;5652;Villars-sous-Yens;1168;Villars-sous-Yens;Villars-sous-Yens;2014
VD;5651;Villars-Sainte-Croix;1029;Villars-Ste-Croix;Villars-Ste-Croix;2014
FR;2228;Villars-sur-Glâne;1752;Villars-sur-Glâne;Villars-sur-Glâne;2014
VD;5804;Jorat-Menthue;1058;Villars-Tiercelin;Villars-Tiercelin;2014
FR;2129;Corbières;1651;Villarvolard;Villarvolard;2014
VD;5830;Villarzel;1555;Villarzel;Villarzel;2014
FR;2047;Villeneuve (FR);1527;Villeneuve FR;Villeneuve;2014
VD;5414;Villeneuve (VD);1844;Villeneuve VD;Villeneuve;2014
BE;448;Villeret;2613;Villeret;Villeret;2014
NE;6487;Val-de-Ruz;2057;Villiers;Villiers;2014
AG;4121;Villigen;5234;Villigen;Villigen;2014
AG;4080;Villmergen;5612;Villmergen;Villmergen;2014
AG;4122;Villnachern;5213;Villnachern;Villnachern;2014
SG;3297;Vilters-Wangs;7324;Vilters;Vilters;2014
BE;502;Vinelz;3234;Vinelz;Vinelz;2014
VS;6158;Vionnaz;1895;Vionnaz;Vionnaz;2014
TI;5398;Gambarogno;6574;Vira (Gambarogno);Vira (Gambarogno);2014
VS;6298;Visperterminen;3932;Visperterminen;Visperterminen;2014
LU;1068;Vitznau;6354;Vitznau;Vitznau;2014
GR;3764;Valsot;7557;Vnà;Vnà;2014
TI;5135;Vogorno;6632;Vogorno;Vogorno;2014
ZH;43;Volken;8459;Volken;Volken;2014
ZH;199;Volketswil;8604;Volketswil;Volketswil;2014
AG;4287;Vordemwald;4803;Vordemwald;Vordemwald;2014
SZ;1348;Vorderthal;8857;Vorderthal;Vorderthal;2014
GR;3618;Lumnezia;7149;Vrin;Vrin;2014
FR;2160;Vuadens;1628;Vuadens;Vuadens;2014
VD;5539;Vuarrens;1418;Vuarrens;Vuarrengel;2014
VD;5692;Vucherens;1509;Vucherens;Vucherens;2014
VD;5503;Vufflens-la-Ville;1302;Vufflens-la-Ville;Vufflens-la-Ville;2014
FR;2049;Vuissens;1486;Vuissens;Vuissens;2014
FR;2231;Vuisternens-en-Ogoz;1696;Vuisternens-Ogoz;Vuisternens-en-Ogoz;2014
VD;5766;Vuiteboeuf;1445;Vuiteboeuf;Vuiteboeuf;2014
VD;5803;Vulliens;1085;Vulliens;Vulliens;2014
VD;5654;Vullierens;1115;Vullierens;Vullierens;2014
GR;3745;Tarasp;7552;Vulpera;Vulpera;2014
BE;355;Köniz;3084;Wabern;Wabern;2014
ZH;142;Wädenswil;8820;Wädenswil;Wädenswil;2014
SG;3340;Rapperswil-Jona;8646;Wagen;Wagen;2014
BL;2792;Wahlen;4246;Wahlen b. Laufen;Wahlen bei Laufen;2014
BE;307;Meikirch;3046;Wahlendorf;Wahlendorf;2014
ZG;1710;Walchwil;6318;Walchwil;Walchwil;2014
AR;3036;Wald (AR);9044;Wald AR;Wald;2014
ZH;120;Wald (ZH);8636;Wald ZH;Wald;2014
SG;3342;Eschenbach (SG);8727;Walde SG;Walde;2014
BL;2895;Waldenburg;4437;Waldenburg;Waldenburg;2014
SG;3444;Waldkirch;9205;Waldkirch;Waldkirch;2014
AR;3007;Waldstatt;9104;Waldstatt;Waldstatt;2014
SG;3298;Walenstadt;8880;Walenstadt;Walenstadt;2014
BE;626;Walkringen;3512;Walkringen;Walkringen;2014
AG;4261;Wallbach;4323;Wallbach;Wallbach;2014
ZH;69;Wallisellen;8304;Wallisellen;Wallisellen;2014
BE;991;Walliswil bei Wangen;3377;Walliswil b.Wangen;Walliswil bei Wangen;2014
BE;990;Walliswil bei Niederbipp;3380;Walliswil-Nbipp;Walliswil bei Niederbipp;2014
GR;3616;Waltensburg/Vuorz;7158;Waltensburg/Vuorz;Waltensburg/Vuorz;2014
AG;4240;Waltenschwil;5622;Waltenschwil;Waltenschwil;2014
BE;959;Walterswil (BE);4942;Walterswil BE;Walterswil;2014
SO;2585;Walterswil (SO);5746;Walterswil SO;Walterswil;2014
AR;3037;Walzenhausen;9428;Walzenhausen;Lachen;2014
SO;2586;Wangen bei Olten;4612;Wangen b. Olten;Wangen bei Olten;2014
SZ;1349;Wangen (SZ);8855;Wangen SZ;Nuolen;2014
ZH;200;Wangen-Brüttisellen;8602;Wangen ZH;Wangen bei Dübendorf;2014
BE;993;Wangenried;3374;Wangenried;Wangenried;2014
TG;4781;Wängi;9545;Wängi;Wängi;2014
SG;3297;Vilters-Wangs;7323;Wangs;Pizol;2014
BE;977;Heimenhausen;3372;Wanzwil;Wanzwil;2014
TG;4621;Warth-Weiningen;8532;Warth;Warth;2014
BE;957;Sumiswald;3457;Wasen im Emmental;Wasen im Emmental;2014
UR;1220;Wassen;6484;Wassen UR;Wassen;2014
ZH;70;Wasterkingen;8195;Wasterkingen;Wasterkingen;2014
BE;886;Wattenwil;3665;Wattenwil;Mettlen;2014
SG;3379;Wattwil;9630;Wattwil;Wattwil;2014
LU;1146;Wauwil;6242;Wauwil;Wauwil;2014
SG;3316;Weesen;8872;Weesen;Weesen;2014
AG;4262;Wegenstetten;4317;Wegenstetten;Wegenstetten;2014
LU;1069;Weggis;6353;Weggis;Weggis;2014
ZH;102;Weiach;8187;Weiach;Weiach;2014
BE;951;Affoltern im Emmental;3462;Weier im Emmental;Weier im Emmental;2014
TG;4946;Weinfelden;8570;Weinfelden;Weinfelden;2014
TG;4741;Lommis;9508;Weingarten-Kalth;Weingarten;2014
ZH;251;Weiningen (ZH);8104;Weiningen ZH;Weiningen;2014
BE;761;Därstetten;3764;Weissenburg;Weissenburg;2014
SG;3293;Mels;7326;Weisstannen;Weisstannen;2014
BL;2865;Wenslingen;4493;Wenslingen;Wenslingen;2014
ZH;117;Hinwil;8342;Wernetshausen;Wernetshausen;2014
LU;1009;Werthenstein;6106;Werthenstein;Werthenstein;2014
AG;4045;Wettingen;5430;Wettingen;Wettingen;2014
ZH;14;Wettswil am Albis;8907;Wettswil;Wettswil am Albis;2014
ZH;121;Wetzikon (ZH);8620;Wetzikon ZH;Wetzikon;2014
ZH;121;Wetzikon (ZH);8623;Wetzikon ZH;Kempten;2014
BE;632;Wichtrach;3114;Wichtrach;Niederwichtrach;2014
AG;4081;Widen;8967;Widen;Mutschellen;2014
SG;3238;Widnau;9443;Widnau;Widnau;2014
BE;995;Wiedlisbach;4537;Wiedlisbach;Wiedlisbach;2014
AR;3033;Lutzenberg;9405;Wienacht-Tobel;Wienacht;2014
ZH;298;Wiesendangen;8542;Wiesendangen;Wiesendangen;2014
TG;4761;Sirnach;8372;Wiezikon b.Sirnach;Wiezikon bei Sirnach;2014
LU;1010;Escholzmatt-Marbach;6192;Wiggen;Hilfernthal;2014
LU;1147;Wikon;4806;Wikon;Wikon;2014
AG;4184;Mettauertal;5276;Wil AG;Wil;2014
SG;3427;Wil (SG);9500;Wil SG;Wil;2014
ZH;71;Wil (ZH);8196;Wil ZH;Wil;2014
ZH;181;Wila;8492;Wila;Wila;2014
SH;2974;Wilchingen;8217;Wilchingen;Wilchingen;2014
ZH;182;Wildberg;8489;Wildberg;Wildberg;2014
BE;594;Wilderswil;3812;Wilderswil;Wilderswil;2014
SG;3359;Wildhaus-Alt St. Johann;9658;Wildhaus;Wildhaus;2014
OW;1407;Sarnen;6062;Wilen (Sarnen);Wilen;2014
TG;4786;Wilen (TG);9535;Wilen b. Wil;Wilen bei Wil;2014
SZ;1322;Freienbach;8832;Wilen b. Wollerau;Wilen bei Wollerau;2014
VS;6202;Wiler (Lötschen);3918;Wiler (Lötschen);Wiler (Lötschen);2014
BE;312;Seedorf (BE);3266;Wiler b. Seedorf;Wiler bei Seedorf;2014
BE;554;Wiler bei Utzenstorf;3428;Wiler b.Utzenstorf;Wiler bei Utzenstorf;2014
AG;4288;Wiliberg;5058;Wiliberg;Wiliberg;2014
LU;1104;Triengen;6236;Wilihof;Wilihof;2014
SZ;1301;Einsiedeln;8846;Willerzell;Willerzell;2014
LU;1151;Willisau;6130;Willisau;Willisau;2014
BE;769;Wimmis;3752;Wimmis;Wimmis;2014
AG;4123;Windisch;5210;Windisch;Windisch;2014
ZH;100;Stadel;8175;Windlach;Windlach;2014
LU;1104;Triengen;6235;Winikon;Winikon;2014
ZH;72;Winkel;8185;Winkel;Winkel;2014
ZH;176;Lindau;8312;Winterberg ZH;Winterberg;2014
BL;2866;Wintersingen;4451;Wintersingen;Wintersingen;2014
ZH;230;Winterthur;8400;Winterthur;Winterthur;2014
SO;2501;Winznau;4652;Winznau;Winznau;2014
SO;2502;Wisen (SO);4634;Wisen SO;Wisen;2014
AG;4322;Wislikofen;5463;Wislikofen;Mellstorf;2014
SG;3204;Wittenbach;9300;Wittenbach;Wittenbach;2014
TG;4551;Aadorf;9547;Wittenwil;Weiern;2014
SO;2481;Witterswil;4108;Witterswil;Witterswil;2014
BL;2867;Wittinsburg;4443;Wittinsburg;Wittinsburg;2014
AG;4181;Wittnau;5064;Wittnau;Wittnau;2014
AG;4082;Wohlen (AG);5610;Wohlen AG;Wohlen;2014
BE;360;Wohlen bei Bern;3033;Wohlen b. Bern;Wohlen bei Bern;2014
AG;4046;Wohlenschwil;5512;Wohlenschwil;Wohlenschwil;2014
NW;1511;Wolfenschiessen;6386;Wolfenschiessen;Wolfenschiessen;2014
SG;3401;Degersheim;9116;Wolfertswil;Wolfertswil;2014
AR;3038;Wolfhalden;9427;Wolfhalden;Wolfhalden;2014
ZH;112;Bubikon;8633;Wolfhausen;Wolfhausen;2014
AG;4182;Wölflinswil;5063;Wölflinswil;Wölflinswil;2014
SO;2408;Wolfwil;4628;Wolfwil;Wolfwil;2014
BE;627;Worb;3076;Worb;Worb;2014
BE;755;Worben;3252;Worben;Worben;2014
BE;362;Ittigen;3048;Worblaufen;Worblaufen;2014
FR;2309;Wünnewil-Flamatt;3184;Wünnewil;Wünnewil;2014
TG;4791;Wuppenau;9514;Wuppenau;Wuppenau;2014
AG;4047;Würenlingen;5303;Würenlingen;Würenlingen;2014
AG;4048;Würenlos;5436;Würenlos;Würenlos;2014
BE;345;Wynau;4923;Wynau;Wynau;2014
BE;960;Wyssachen;4954;Wyssachen;Wyssachen;2014
VD;5655;Yens;1169;Yens;Yens;2014
VD;5939;Yvonand;1462;Yvonand;Yvonand;2014
VD;5415;Yvorne;1853;Yvorne;Yvorne;2014
BL;2868;Zeglingen;4495;Zeglingen;Zeglingen;2014
AG;4183;Zeihen;5079;Zeihen;Zeihen;2014
AG;4263;Zeiningen;4314;Zeiningen;Zeiningen;2014
LU;1150;Zell (LU);6144;Zell LU;Zell;2014
VS;6299;Zeneggen;3934;Zeneggen;Zeneggen;2014
VS;6300;Zermatt;3920;Zermatt;Zermatt;2014
GR;3847;Val Müstair;7530;Zernez;Ofenpass;2014
AG;4147;Zetzwil;5732;Zetzwil;Zetzwil;2014
BL;2834;Ziefen;4417;Ziefen;Ziefen;2014
GL;1630;Glarus Nord;8866;Ziegelbrücke;Ziegelbrücke;2014
GR;3987;Trun;7167;Zignau;Zignau;2014
TG;4511;Zihlschlacht-Sitterdorf;8588;Zihlschlacht;Zihlschlacht;2014
GR;3712;Zillis-Reischen;7432;Zillis;Zillis;2014
GR;3947;Zizers;7205;Zizers;Zizers;2014
AG;4289;Zofingen;4800;Zofingen;Zofingen;2014
BE;903;Lauperswil;3436;Zollbrück;Zollbrück;2014
ZH;161;Zollikon;8125;Zollikerberg;Zollikerberg;2014
BE;361;Zollikofen;3052;Zollikofen;Zollikofen;2014
ZH;161;Zollikon;8702;Zollikon;Zollikon;2014
SG;3426;Zuzwil (SG);9523;Züberwangen;Züberwangen;2014
SO;2534;Zuchwil;4528;Zuchwil;Zuchwil;2014
SG;3423;Niederhelfenschwil;9526;Zuckenriet;Zuckenriet;2014
AG;4083;Zufikon;5621;Zufikon;Zufikon;2014
ZG;1711;Zug;6300;Zug;Zug;2014
SO;2622;Zullwil;4234;Zullwil;Zullwil;2014
ZH;160;Zumikon;8126;Zumikon;Zumikon;2014
BL;2869;Zunzgen;4455;Zunzgen;Zunzgen;2014
GR;3791;Zuoz;7524;Zuoz;Zuoz;2014
ZH;261;Zürich;8000;Zürich;Wipkingen;2014
ZH;261;Zürich;8052;Zürich;Seebach;2014
ZH;261;Zürich;8051;Zürich;Schwamendingen;2014
ZH;261;Zürich;8041;Zürich;Leimbach;2014
AG;4264;Zuzgen;4315;Zuzgen;Zuzgen;2014
SG;3426;Zuzwil (SG);9524;Zuzwil SG;Zuzwil;2014
BE;794;Zweisimmen;3770;Zweisimmen;Zweisimmen;2014
ZH;2;Affoltern am Albis;8909;Zwillikon;Zwillikon;2014
BL;2793;Zwingen;4222;Zwingen;Zwingen;2014
BE;762;Diemtigen;3756;Zwischenflüh;Zwischenflüh;2014
